,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
25,90000,218.76,6.076666666666666e-05,1.7915721172935996e-05,1.2446616671366258e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002471545561774473,0.00041473138712026054,0.0002471545561774473,0.00029964347412833066,5.097260945829269e-05,4.4308416523932664e-05,5.097260945829269e-05,2.4494916162391658e-05,0.00019618194671915457,0.00037042297059632784,0.00019618194671915457,0.000275148557965939,40.40611252174667,40.40611252174667,27.74998868329143
26,93600,242.87,6.746388888888889e-05,1.7853664712112525e-05,1.244939937575243e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002687096895427602,0.0004554663961614579,0.0002687096895427602,0.00032993870944539127,5.090611759322156e-05,4.4218330387412655e-05,5.090611759322156e-05,2.446544983125884e-05,0.00021780357194953862,0.00041124806577404524,0.00021780357194953862,0.0003054732596141324,41.00339963444734,41.00339963444734,27.560252034832533
27,97200,244.1,6.780555555555554e-05,1.7771723807998024e-05,1.233353341762558e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002694382606183448,0.0004572650785768803,0.0002694382606183448,0.00033130260941806604,5.0531636033660135e-05,4.3934272567721394e-05,5.0531636033660135e-05,2.4282299491728057e-05,0.0002189066245846847,0.00041333080600915894,0.0002189066245846847,0.000307020309926338,41.07613433833566,41.07613433833566,27.546925199457604
28,100800,244.78,6.799444444444444e-05,1.773367772348236e-05,1.2282356108120751e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026988048701028557,0.00045828824040411084,0.00026988048701028557,0.00033207601257544855,5.036404470860952e-05,4.38060007690353e-05,5.036404470860952e-05,2.420042280171229e-05,0.00021951644230167606,0.00041448223963507554,0.00021951644230167606,0.00030787558977373624,41.11119090197263,41.11119090197263,27.539922847981106
29,104400,240.17,6.671388888888888e-05,1.7757729966183046e-05,1.2292043516077366e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026579787206526713,0.00045053198353200985,0.00026579787206526713,0.00032630212970028826,5.0415635168488265e-05,4.385578656675089e-05,5.0415635168488265e-05,2.422483418611945e-05,0.00021538223689677888,0.00040667619696525896,0.00021538223689677888,0.0003020772955141688,41.00355096179704,41.00355096179704,27.574036555141745
30,108000,228.81,6.355833333333332e-05,1.7868464481990148e-05,1.2353583796550929e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025588847368469755,0.0004315488759252747,0.00025588847368469755,0.00031214675398428605,5.0693779824715155e-05,4.4108393651798e-05,5.0693779824715155e-05,2.4357662979593734e-05,0.0002051946938599824,0.0003874404822734767,0.0002051946938599824,0.0002877890910046923,40.704636726013355,40.704636726013355,27.668273190372965
31,111600,221.32,6.147777777777778e-05,1.7817617747856143e-05,1.2323210909450224e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002490387210212138,0.0004187472606538523,0.0002490387210212138,0.00030266255404279584,5.0560989955738875e-05,4.398948111289751e-05,5.0560989955738875e-05,2.4294119004298774e-05,0.0001984777310654749,0.0003747577795409548,0.0001984777310654749,0.00027836843503849706,40.52767757039111,40.52767757039111,27.721902330727172
32,115200,219.49,6.096944444444444e-05,1.7940983596452765e-05,1.2353043867441043e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00024761458994355533,0.0004158764823278152,0.00024761458994355533,0.000300462095674327,5.0777985969395326e-05,4.4217413868371066e-05,5.0777985969395326e-05,2.439536963691644e-05,0.00019683660397415998,0.0003716590684594441,0.00019683660397415998,0.0002760667260374106,40.45958344228448,40.45958344228448,27.75208302414
33,118800,228.82,6.35611111111111e-05,1.794882845054084e-05,1.2369659329891034e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025603074447021434,0.0004317096518962538,0.00025603074447021434,0.00031222123663325065,5.082708270262912e-05,4.425223677533714e-05,5.082708270262912e-05,2.4419567983743674e-05,0.00020520366176758522,0.00038745741512091666,0.00020520366176758522,0.000287801668649507,40.69376412002428,40.69376412002428,27.67795779829309
34,122400,237.87,6.6075e-05,1.7964328363860018e-05,1.2370711642512866e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026416749913538227,0.0004470587931419028,0.00026416749913538227,0.0003236134734565175,5.084788098725058e-05,4.4277151087832115e-05,5.084788098725058e-05,2.4429036249725087e-05,0.0002133196181481317,0.00040278164205407067,0.0002133196181481317,0.0002991844372067924,40.90989749271484,40.90989749271484,27.612770753890985
35,126000,237.76,6.604444444444444e-05,1.8099310466136775e-05,1.2480054677803762e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026449022659117425,0.00044722786425973156,0.00026449022659117425,0.0003236784544124111,5.126925542667345e-05,4.463248352750032e-05,5.126925542667345e-05,2.4632371298580227e-05,0.00021322097116450078,0.00040259538073223123,0.00021322097116450078,0.0002990460831138309,40.86007430933034,40.86007430933034,27.625606479556925
36,129600,254.04,7.056666666666666e-05,1.825929171432405e-05,1.2557374732314786e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00027946403076561097,0.0004751434821193522,0.00027946403076561097,0.00034433277798602563,5.1643306023729395e-05,4.498142575488371e-05,5.1643306023729395e-05,2.481028911389574e-05,0.0002278207247418816,0.0004301620563644684,0.0002278207247418816,0.0003195224888721299,41.18323384778918,41.18323384778918,27.530779449999475
37,133200,255.85,7.106944444444444e-05,1.8281729684081343e-05,1.2534511855983602e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00028105884648940786,0.00047821071234890265,0.00028105884648940786,0.00034659361271804657,5.161493047141694e-05,4.498381059780339e-05,5.161493047141694e-05,2.479457013445959e-05,0.00022944391601799094,0.0004332269017510993,0.00022944391601799094,0.000321799042583587,41.22698650791678,41.22698650791678,27.52282544746263
38,136800,207.5,5.7638888888888886e-05,1.8624942050434693e-05,1.265706750701472e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023839758072572283,0.0003970291565799137,0.00023839758072572283,0.0002861101189956861,5.23134979673366e-05,4.567257220096864e-05,5.23134979673366e-05,2.512398909107676e-05,0.00018608408275838623,0.00035135658437894507,0.00018608408275838623,0.0002609861299046093,39.95464142247741,39.95464142247741,27.93725240224314
39,140400,162.31,4.508611111111111e-05,1.880961244626604e-05,1.2750147327659615e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019831256109958722,0.0003209176980283484,0.00019831256109958722,0.00022948173531874922,5.275445279831653e-05,4.608065123053352e-05,5.275445279831653e-05,2.533398233167863e-05,0.0001455581083012707,0.00027483704679781486,0.0001455581083012707,0.00020414775298707057,38.20454206234858,38.20454206234858,28.492028726169575
40,144000,154.35,4.2875e-05,1.815535095247124e-05,1.2511160969117509e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001898295815140564,0.00030611877059640176,0.0001898295815140564,0.00021883549512012173,5.140992766462544e-05,4.47602703607865e-05,5.140992766462544e-05,2.469954740553641e-05,0.00013841965384943093,0.0002613585002356153,0.00013841965384943093,0.0001941359477145853,37.9882582357765,37.9882582357765,28.51287926781776
41,147600,159.51,4.430833333333333e-05,1.8191212017141174e-05,1.2521165969703852e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019452329671450894,0.0003149242183225279,0.00019452329671450894,0.00022535660059085926,5.147620254202612e-05,4.482836880789888e-05,5.147620254202612e-05,2.473058815189912e-05,0.00014304709417248284,0.00027009584951462903,0.00014304709417248284,0.00020062601243896015,38.23171245747478,38.23171245747478,28.441006604305823
42,151200,159.63,4.434166666666666e-05,1.829858885894977e-05,1.2554311204868613e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019483699993618324,0.00031533571888890866,0.00019483699993618324,0.00022560432248853023,5.168229087246664e-05,4.503667520500022e-05,5.168229087246664e-05,2.4827378311793924e-05,0.0001431547090637166,0.00027029904368390843,0.0001431547090637166,0.0002007769441767363,38.21283531637486,38.21283531637486,28.45583009642824
43,154800,155.68,4.3244444444444445e-05,1.819099092549708e-05,1.2523943813750514e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019109498931544434,0.00030844243978835203,0.00019109498931544434,0.00022054259754388056,5.148260375483921e-05,4.483187084322349e-05,5.148260375483921e-05,2.4733823068942824e-05,0.00013961238556060515,0.00026361056894512854,0.00013961238556060515,0.00019580877447493775,38.04516996864294,38.04516996864294,28.497972686504113
44,158400,147.64,4.1011111111111107e-05,1.823690429025122e-05,1.2580422938907214e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018345806692857515,0.0002949759329951557,0.00018407437348088034,0.00021052260649995018,2.798378124060152e-05,4.4979373391746265e-05,5.167218563293748e-05,2.4826258456015137e-05,0.00015547428568797364,0.0002499965596034094,0.00013240218784794285,0.00018569634804393504,37.80575077235605,37.59681625147929,28.630582040261725
45,162000,143.03,3.973055555555555e-05,1.8271615678371907e-05,1.2772094178126808e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017878507753347442,0.00028748716108039144,0.00018044076318677067,0.00020497395083825937,2.816541428536505e-05,4.529664414679858e-05,5.217278074372497e-05,2.50758970538918e-05,0.00015061966324810938,0.00024219051693359284,0.0001282679824430457,0.00017989805378436756,37.81110889905797,37.23519251827975,28.701528768117228
46,165600,144.42,4.011666666666666e-05,1.813036759669009e-05,1.2642724425185714e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001800076569509234,0.000289448349801816,0.00018121051174292054,0.00020649142903865202,2.7924235526802894e-05,4.4904167074070266e-05,5.169599014308372e-05,2.4845082625043943e-05,0.0001520834214241205,0.00024454418272774577,0.00012951452159983682,0.00018164634641360807,37.810093899594236,37.39452587413452,28.660353676213475
47,169200,152.63,4.239722222222222e-05,1.8043952348375043e-05,1.2526010529721231e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018819137347232605,0.00030305821615196724,0.00018819137347232605,0.00021663113528258234,5.131419973057911e-05,4.461216567602322e-05,5.131419973057911e-05,2.4658542476122006e-05,0.00013687717374174694,0.000258446050475944,0.00013687717374174694,0.00019197259280646033,37.90256675372289,37.90256675372289,28.51830977123102
48,172800,158.59,4.4052777777777775e-05,1.7951934536671307e-05,1.2455521144355956e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001932587070661022,0.00031291355574719604,0.0001932587070661022,0.0002239936844274451,5.1036660393078246e-05,4.4375528197042326e-05,5.1036660393078246e-05,2.4524815311435485e-05,0.00014222204667302396,0.00026853802755015375,0.00014222204667302396,0.0001994688691160096,38.23894698181865,38.23894698181865,28.416752705846214
49,176400,194.15,5.393055555555555e-05,1.788622775875874e-05,1.2428939806489978e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022500736941226068,0.000372990593118231,0.00022500736941226068,0.0002686529604019218,5.0895443303630864e-05,4.423936007161805e-05,5.0895443303630864e-05,2.4457986324910238e-05,0.00017411192610862982,0.00032875123304661294,0.00017411192610862982,0.0002441949740770116,39.67478709551863,39.67478709551863,27.973261160298513
50,180000,257.67,7.1575e-05,1.779467512756358e-05,1.2317538193477485e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00028159641107440103,0.00048025559982396585,0.00028159641107440103,0.000348363312774428,5.052033587269799e-05,4.394691983879582e-05,5.052033587269799e-05,2.4275138834569255e-05,0.00023107607520170305,0.00043630867998517006,0.00023107607520170305,0.00032408817393985876,41.36530398029338,41.36530398029338,27.462935798745914
51,183600,270.38,7.510555555555555e-05,1.782086564809634e-05,1.2320681467647383e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000293033038879334,0.0005018212326654288,0.000293033038879334,0.00036436714531480705,5.055875311445465e-05,4.399090358408343e-05,5.055875311445465e-05,2.4292784815490147e-05,0.00024247428576487935,0.00045783032908134534,0.00024247428576487935,0.0003400743604993169,41.60609001678029,41.60609001678029,27.39104653275288
52,187200,268.8,7.466666666666666e-05,1.7842777685194873e-05,1.2327341989871862e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002916579174669593,0.0004991882084699607,0.0002916579174669593,0.0003623995044162731,5.060056110332451e-05,4.403326928412731e-05,5.060056110332451e-05,2.4312411797675603e-05,0.0002410573563636348,0.0004551549391858334,0.0002410573563636348,0.0003380870926185975,41.57355632239254,41.57355632239254,27.402230608161304
53,190800,267.97,7.443611111111112e-05,1.7815732306071924e-05,1.2325519458914912e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002908773234379575,0.0004977393286358204,0.0002908773234379575,0.0003613390554111527,5.0564303405356244e-05,4.3989815787502575e-05,5.0564303405356244e-05,2.429590731217352e-05,0.00024031302003260128,0.0004537495128483177,0.00024031302003260128,0.00033704314809897913,41.560309442458596,41.560309442458596,27.403957328127333
54,194400,256.48,7.124444444444445e-05,1.8108134801128745e-05,1.242939267781868e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00028116705498110184,0.00047886953832657617,0.00028116705498110184,0.0003471673421826632,5.115816078413361e-05,4.457586718676009e-05,5.115816078413361e-05,2.4575907975751305e-05,0.00023000889419696823,0.0004342936711398161,0.00023000889419696823,0.00032259143420691186,41.28524943063857,41.28524943063857,27.502729992839015
55,198000,234.94,6.52611111111111e-05,1.8374335251823743e-05,1.2800078905998212e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026305302327753514,0.00044331109143864447,0.00026305302327753514,0.0003206631842004541,5.2361002057027856e-05,4.5490773684478964e-05,5.2361002057027856e-05,2.5163996924363004e-05,0.00021069202122050727,0.00039782031775416555,0.00021069202122050727,0.00029549918727609113,40.66175461031919,40.66175461031919,27.666329493397118
56,201600,231.92,6.442222222222222e-05,1.862475636304876e-05,1.3050974259314608e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002612416674554491,0.0004389229422765557,0.0002612416674554491,0.0003172999335140251,5.325795433099159e-05,4.621634444925474e-05,5.325795433099159e-05,2.5599194971967326e-05,0.0002079837131244575,0.00039270659782730095,0.0002079837131244575,0.0002917007385420578,40.48120016227211,40.48120016227211,27.70942164283101
57,205200,228.7,6.352777777777777e-05,1.8681898736273604e-05,1.309614858733348e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025852971084035806,0.00043361945045587247,0.00025852971084035806,0.0003133346658931929,5.343366396400661e-05,4.636522950423515e-05,5.343366396400661e-05,2.5683928981462063e-05,0.00020509604687635148,0.0003872542209516373,0.00020509604687635148,0.0002876507369117308,40.37866369496091,40.37866369496091,27.739711499616053
58,208800,233.91,6.4975e-05,1.891412281012572e-05,1.3132960802396398e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002635640698286504,0.0004428438056292449,0.0002635640698286504,0.00032005487024902433,5.37957430912329e-05,4.6767571161394156e-05,5.37957430912329e-05,2.5851180388845222e-05,0.00020976832673741746,0.00039607623446785077,0.00020976832673741746,0.0002942036898601791,40.483740208548845,40.483740208548845,27.727368841875865
59,212400,225.82,6.272777777777777e-05,1.965885113483063e-05,1.3644304424522944e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025841339212783805,0.0004309786172431401,0.00025841339212783805,0.00031089047940069067,5.5900102641096973e-05,4.860105635420818e-05,5.5900102641096973e-05,2.6862104195587642e-05,0.0002025132894867411,0.0003823775608889319,0.0002025132894867411,0.000284028375205103,40.04032177261082,40.04032177261082,27.864059384343133
60,216000,238.37,6.621388888888888e-05,1.915690807747132e-05,1.3315608167842532e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026828803239950614,0.0004510156063643516,0.00026828803239950614,0.0003260133081606628,5.45200188712337e-05,4.7387321938283444e-05,5.45200188712337e-05,2.6199988713136358e-05,0.00021376801352827242,0.00040362828442606815,0.00021376801352827242,0.0002998133194475264,40.51468982144923,40.51468982144923,27.71573675938524
61,219600,241.35,6.704166666666667e-05,1.8970388083921915e-05,1.3228642359048409e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002705319960827424,0.00045565916080186653,0.0002705319960827424,0.0003295578521695446,5.409154608883146e-05,4.698488783869352e-05,5.409154608883146e-05,2.5996394567243556e-05,0.00021644044999391093,0.000408674272963173,0.00021644044999391093,0.00030356145760230104,40.62843033668814,40.62843033668814,27.674481164914923
62,223200,193.01,5.361388888888888e-05,1.91544644173716e-05,1.323580383919555e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022741533401924636,0.00037409428804728107,0.00022741533401924636,0.00026886352354794885,5.4325749377337316e-05,4.727339960882235e-05,5.4325749377337316e-05,2.6102400979810846e-05,0.00017308958464190905,0.0003268208884384587,0.00017308958464190905,0.00024276112256813804,39.209086776940104,39.209086776940104,28.129476407838737
63,226800,161.45,4.484722222222222e-05,1.9303756776589265e-05,1.3310624753433569e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019946807238788907,0.00032098353315678223,0.00019946807238788907,0.00022933772499679283,5.468120414046036e-05,4.760271123880305e-05,5.468120414046036e-05,2.6271649463784774e-05,0.0001447868682474287,0.0002733808219179792,0.0001447868682474287,0.00020306607553300805,37.857225750437415,37.857225750437415,28.55156065442947
64,230400,155.93,4.331388888888889e-05,1.92054603630051e-05,1.3549679439405247e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001939046313163871,0.0003118179943745687,0.0001949752004687861,0.00022263132551500294,2.970044974414566e-05,4.778410424344139e-05,5.513861721811062e-05,2.6508109919698192e-05,0.00016420418157224147,0.0002640338901311273,0.0001398365832506755,0.00019612321559530474,37.814803887340496,37.47147246589822,28.602155894964493
65,234000,150.97,4.193611111111111e-05,1.920953459571514e-05,1.2979425371429646e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018824909129894955,0.00030263784943036233,0.00018916432681462226,0.00021570687667923452,2.926810436916509e-05,4.7002651629449884e-05,5.377582573494241e-05,2.5822172912011035e-05,0.00015898098692978448,0.00025563519780091246,0.00013538850107967985,0.00018988470376722348,37.79724127260358,37.494821890032824,28.724421917071158
66,237600,142.23,3.950833333333333e-05,1.8702783040204222e-05,1.2559605409318397e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001782139644504811,0.0002864916705545455,0.00017972208776736296,0.0002039394026154638,2.8436751951155107e-05,4.565578141614858e-05,5.2171537932542354e-05,2.504756041627061e-05,0.000149777212499326,0.0002408358891383969,0.0001275505498348206,0.00017889184219919318,37.79436445551015,37.26795357802716,28.814892865572666
67,241200,138.37,3.843611111111111e-05,1.8782343751182617e-05,1.258665125733867e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001742499164890414,0.00028011337064497117,0.0001764191404938406,0.0001991591490803852,2.8537528852595195e-05,4.581356061839463e-05,5.2330202993706136e-05,2.512227777965851e-05,0.00014571238763644618,0.00023429981002657654,0.00012408893750013447,0.00017403687130072672,37.79307425139162,37.018664947114395,28.900520306540862
68,244800,133.04,3.695555555555555e-05,1.8784909008814908e-05,1.2679961117758282e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016871108533467023,0.00027122092281433446,0.00017186604784520714,0.0001925692127755553,2.8611525811993383e-05,4.5946320473250825e-05,5.2557005097372426e-05,2.5236226161053024e-05,0.00014009955952267686,0.00022527460234108364,0.00011930904274783472,0.0001673329866145023,37.79569673901516,36.63245222314252,28.999130753869068
69,248400,130.24,3.617777777777778e-05,1.8683226723195597e-05,1.2589110991855464e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016559063277272825,0.00026620033806666024,0.00016901727028627438,0.00018888406504211577,2.8439650870793226e-05,4.566693300876233e-05,5.221924166722751e-05,2.5072818975723867e-05,0.00013715098190193503,0.0002205334050578979,0.00011679802861904687,0.0001638112460663919,37.79473235257046,36.50749224670402,29.044393251365225
70,252000,131.86,3.662777777777778e-05,1.854651358114454e-05,1.2510049701196294e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016709848493098888,0.00026862733110930476,0.00017011927826333952,0.00019075393203878854,2.8241540262767503e-05,4.535080476613509e-05,5.186844861263681e-05,2.490510751241851e-05,0.0001388569446682214,0.00022327652634316963,0.0001182508296507027,0.00016584882452637005,37.79542675685658,36.67089735030803,28.98938047328827
71,255600,141.26,3.9238888888888886e-05,1.8485076738690187e-05,1.2603507177777392e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001770069735312374,0.00028458029696194526,0.00017870080819076508,0.0002026571914852688,2.8251232564811258e-05,4.538689402522342e-05,5.20201453934174e-05,2.4985380833099586e-05,0.00014875574096642614,0.00023919340293672184,0.00012668066279734766,0.0001776718106521692,37.80069266182993,37.20548818786939,28.787342746933536
72,259200,160.38,4.455e-05,1.8201038331459206e-05,1.2764212016249483e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019589796807091596,0.00031674793789549633,0.00019589796807091596,0.00022674932256860566,5.207066593698833e-05,4.5178930653591667e-05,5.207066593698833e-05,2.5029055030768324e-05,0.00014382730213392765,0.00027156900724190466,0.00014382730213392765,0.00020172026753783733,38.15335645987758,38.15335645987758,28.413323201044367
